origin_loc_id,origin_borough,origin_zone_name,dest_loc_id,destination_borough,destination_zone_name,trip_count,percentage_of_origin_trips,average_distance_miles,average_duration_minutes,average_total_charge,origin_flow_rank,overall_flow_rank
73,Queens,East Flushing,14,Brooklyn,Bay Ridge,5,3.27,16.6,101.66,58.4,7,18425
73,Queens,East Flushing,145,Queens,Long Island City/Hunters Point,5,3.27,9.818,25.31,35.24,8,18425
98,Queens,Fresh Meadows,9,Queens,Auburndale,5,2.02,1.324,12.997,8.65,10,18425
101,Queens,Glen Oaks,122,Queens,Hollis,5,2.42,4.846,19.65,23.89,8,18425
101,Queens,Glen Oaks,203,Queens,Rosedale,5,2.42,8.816,21.07,28.9,9,18425
101,Queens,Glen Oaks,205,Queens,Saint Albans,5,2.42,7.47,19.903,25.74,10,18425
115,Staten Island,Grymes Hill/Clifton,6,Staten Island,Arrochar/Fort Wadsworth,5,13.16,1.504,7.067,9.42,1,18425
115,Staten Island,Grymes Hill/Clifton,14,Brooklyn,Bay Ridge,5,13.16,5.47,17.657,32.38,2,18425
120,Manhattan,Highbridge Park,68,Manhattan,East Chelsea,5,6.02,9.012,28.347,39.4,5,18425
128,Manhattan,Inwood Hill Park,127,Manhattan,Inwood,5,4.24,0.676,5.647,10.64,6,18425
153,Manhattan,Marble Hill,238,Manhattan,Upper West Side North,5,2.53,7.566,37.39,34.61,10,18425
154,Brooklyn,Marine Park/Floyd Bennett Field,91,Brooklyn,Flatlands,5,6.67,4.946,25.353,25.71,2,18425
175,Queens,Oakland Gardens,129,Queens,Jackson Heights,5,2.67,9.092,23.873,33.95,7,18425
175,Queens,Oakland Gardens,130,Queens,Jamaica,5,2.67,5.5,19.037,26.3,8,18425
175,Queens,Oakland Gardens,171,Queens,Murray Hill-Queens,5,2.67,4.73,17.583,18.73,9,18425
175,Queens,Oakland Gardens,223,Queens,Steinway,5,2.67,10.366,37.427,37.11,10,18425
184,Bronx,Pelham Bay Park,68,Manhattan,East Chelsea,5,9.62,13.226,80.31,53.86,1,18425
192,Queens,Queensboro Hill,53,Queens,College Point,5,1.9,3.634,14.697,10.76,8,18425
192,Queens,Queensboro Hill,89,Brooklyn,Flatbush/Ditmas Park,5,1.9,15.124,76.14,56.9,9,18425
192,Queens,Queensboro Hill,157,Queens,Maspeth,5,1.9,4.794,13.33,21.36,10,18425
194,Manhattan,Randalls Island,74,Manhattan,East Harlem North,5,2.89,1.62,5.66,73.1,7,18425
194,Manhattan,Randalls Island,75,Manhattan,East Harlem South,5,2.89,2.194,9.29,46.3,8,18425
194,Manhattan,Randalls Island,116,Manhattan,Hamilton Heights,5,2.89,2.932,24.417,27.94,9,18425
201,Queens,Rockaway Park,14,Brooklyn,Bay Ridge,5,2.73,12.56,29.21,46.76,8,18425
201,Queens,Rockaway Park,71,Brooklyn,East Flatbush/Farragut,5,2.73,9.41,41.38,34.81,9,18425
207,Queens,Saint Michaels Cemetery/Woodside,162,Manhattan,Midtown East,5,3.7,6.226,24.797,76.74,5,18425
207,Queens,Saint Michaels Cemetery/Woodside,164,Manhattan,Midtown South,5,3.7,6.806,24.297,71.17,6,18425
207,Queens,Saint Michaels Cemetery/Woodside,225,Brooklyn,Stuyvesant Heights,5,3.7,7.744,53.203,31.7,7,18425
240,Bronx,Van Cortlandt Park,243,Manhattan,Washington Heights North,5,4.42,6.154,20.483,29.06,2,18425
1,EWR,Newark Airport,132,Queens,JFK Airport,4,18.18,30.783,80.542,155.49,1,20260
9,Queens,Auburndale,7,Queens,Astoria,4,2.29,10.33,22.367,35.92,9,20260
9,Queens,Auburndale,98,Queens,Fresh Meadows,4,2.29,0.995,5.988,11.37,10,20260
15,Queens,Bay Terrace/Fort Totten,7,Queens,Astoria,4,2.65,8.608,22.121,32.16,7,20260
15,Queens,Bay Terrace/Fort Totten,82,Queens,Elmhurst,4,2.65,8.88,17.758,32.38,8,20260
15,Queens,Bay Terrace/Fort Totten,191,Queens,Queens Village,4,2.65,6.62,17.213,27.85,9,20260
15,Queens,Bay Terrace/Fort Totten,252,Queens,Whitestone,4,2.65,1.493,6.196,8.96,10,20260
30,Queens,Broad Channel,124,Queens,Howard Beach,4,36.36,4.863,14.379,22.19,1,20260
31,Bronx,Bronx Park,32,Bronx,Bronxdale,4,3.45,0.982,8.692,10.22,3,20260
31,Bronx,Bronx Park,242,Bronx,Van Nest/Morris Park,4,3.45,2.815,14.513,19.13,4,20260
31,Bronx,Bronx Park,247,Bronx,West Concourse,4,3.45,4.72,27.471,29.97,5,20260
46,Bronx,City Island,147,Bronx,Longwood,4,6.15,9.56,31.238,41.39,3,20260
57,Queens,Corona,56,Queens,Corona,4,6.25,0.987,6.092,32.24,2,20260
57,Queens,Corona,82,Queens,Elmhurst,4,6.25,1.595,11.237,11.73,3,20260
57,Queens,Corona,129,Queens,Jackson Heights,4,6.25,1.635,13.467,10.67,4,20260
58,Bronx,Country Club,18,Bronx,Bedford Park,4,7.02,5.735,22.529,27.56,1,20260
59,Bronx,Crotona Park,47,Bronx,Claremont/Bathgate,4,16.67,1.348,7.617,7.18,1,20260
64,Queens,Douglaston,101,Queens,Glen Oaks,4,3.31,2.438,10.133,14.63,2,20260
64,Queens,Douglaston,121,Queens,Hillcrest/Pomonok,4,3.31,5.725,14.121,26.83,3,20260
64,Queens,Douglaston,130,Queens,Jamaica,4,3.31,6.998,19.879,28.07,4,20260
64,Queens,Douglaston,192,Queens,Queensboro Hill,4,3.31,5.58,22.508,22.45,5,20260
64,Queens,Douglaston,226,Queens,Sunnyside,4,3.31,13.218,25.308,44.39,6,20260
73,Queens,East Flushing,16,Queens,Bayside,4,2.61,1.375,9.638,7.54,9,20260
73,Queens,East Flushing,82,Queens,Elmhurst,4,2.61,5.268,18.738,24.86,10,20260
96,Queens,Forest Park/Highland Park,36,Brooklyn,Bushwick North,4,3.96,3.407,14.55,15.5,2,20260
96,Queens,Forest Park/Highland Park,132,Queens,JFK Airport,4,3.96,5.965,19.196,95.38,3,20260
96,Queens,Forest Park/Highland Park,198,Queens,Ridgewood,4,3.96,3.595,18.046,15.16,4,20260
118,Staten Island,Heartland Village/Todt Hill,228,Brooklyn,Sunset Park West,4,22.22,7.783,23.033,42.72,1,20260
128,Manhattan,Inwood Hill Park,50,Manhattan,Clinton West,4,3.39,8.903,27.354,40.71,7,20260
128,Manhattan,Inwood Hill Park,116,Manhattan,Hamilton Heights,4,3.39,3.98,13.375,22.74,8,20260
128,Manhattan,Inwood Hill Park,140,Manhattan,Lenox Hill East,4,3.39,8.53,33.513,46.22,9,20260
128,Manhattan,Inwood Hill Park,151,Manhattan,Manhattan Valley,4,3.39,7.083,25.358,32.04,10,20260
154,Brooklyn,Marine Park/Floyd Bennett Field,210,Brooklyn,Sheepshead Bay,4,5.33,1.845,8.85,16.5,3,20260
172,Staten Island,New Dorp/Midland Beach,214,Staten Island,South Beach/Dongan Hills,4,23.53,2.1,9.717,21.45,1,20260
172,Staten Island,New Dorp/Midland Beach,221,Staten Island,Stapleton,4,23.53,4.115,15.738,32.95,2,20260
194,Manhattan,Randalls Island,7,Queens,Astoria,4,2.31,5.11,17.642,30.87,10,20260
201,Queens,Rockaway Park,13,Manhattan,Battery Park City,4,2.19,17.23,98.25,77.11,10,20260
206,Staten Island,Saint George/New Brighton,6,Staten Island,Arrochar/Fort Wadsworth,4,25.0,3.713,18.583,22.45,1,20260
207,Queens,Saint Michaels Cemetery/Woodside,146,Queens,Long Island City/Queens Plaza,4,2.96,3.852,11.987,63.47,8,20260
207,Queens,Saint Michaels Cemetery/Woodside,223,Queens,Steinway,4,2.96,0.225,5.304,38.95,9,20260
207,Queens,Saint Michaels Cemetery/Woodside,226,Queens,Sunnyside,4,2.96,2.498,108.7,42.15,10,20260
214,Staten Island,South Beach/Dongan Hills,6,Staten Island,Arrochar/Fort Wadsworth,4,13.79,1.745,6.988,10.6,2,20260
221,Staten Island,Stapleton,26,Brooklyn,Borough Park,4,6.67,5.358,26.75,37.45,3,20260
221,Staten Island,Stapleton,228,Brooklyn,Sunset Park West,4,6.67,9.103,25.058,42.4,4,20260
240,Bronx,Van Cortlandt Park,81,Bronx,Eastchester,4,3.54,2.778,14.846,22.03,3,20260
240,Bronx,Van Cortlandt Park,185,Bronx,Pelham Parkway,4,3.54,3.758,17.904,22.55,4,20260
240,Bronx,Van Cortlandt Park,239,Manhattan,Upper West Side South,4,3.54,10.995,28.396,44.59,5,20260
6,Staten Island,Arrochar/Fort Wadsworth,214,Staten Island,South Beach/Dongan Hills,3,3.8,1.63,8.3,14.54,4,22674
23,Staten Island,Bloomfield/Emerson Hill,22,Brooklyn,Bensonhurst West,3,9.68,9.277,32.456,36.37,1,22674
23,Staten Island,Bloomfield/Emerson Hill,26,Brooklyn,Borough Park,3,9.68,9.52,25.322,46.95,2,22674
23,Staten Island,Bloomfield/Emerson Hill,214,Staten Island,South Beach/Dongan Hills,3,9.68,5.53,19.372,27.77,3,22674
31,Bronx,Bronx Park,116,Manhattan,Hamilton Heights,3,2.59,7.54,28.044,32.86,6,22674
46,Bronx,City Island,243,Manhattan,Washington Heights North,3,4.62,10.93,32.056,47.13,4,22674
57,Queens,Corona,7,Queens,Astoria,3,4.69,5.78,26.628,24.78,5,22674
58,Bronx,Country Club,42,Manhattan,Central Harlem North,3,5.26,8.71,47.811,24.3,2,22674
58,Bronx,Country Club,208,Bronx,Schuylerville/Edgewater Park,3,5.26,1.877,9.15,13.9,3,22674
58,Bronx,Country Club,234,Manhattan,Union Sq,3,5.26,14.567,99.239,47.0,4,22674
59,Bronx,Crotona Park,169,Bronx,Mount Hope,3,12.5,1.213,8.6,10.41,2,22674
64,Queens,Douglaston,16,Queens,Bayside,3,2.48,2.787,9.961,7.96,7,22674
64,Queens,Douglaston,38,Queens,Cambria Heights,3,2.48,5.99,11.911,23.74,8,22674
64,Queens,Douglaston,92,Queens,Flushing,3,2.48,8.853,25.039,30.84,9,22674
64,Queens,Douglaston,129,Queens,Jackson Heights,3,2.48,12.25,35.639,40.07,10,22674
96,Queens,Forest Park/Highland Park,82,Queens,Elmhurst,3,2.97,3.347,17.006,19.34,5,22674
96,Queens,Forest Park/Highland Park,145,Queens,Long Island City/Hunters Point,3,2.97,8.02,28.339,35.48,6,22674
96,Queens,Forest Park/Highland Park,216,Queens,South Ozone Park,3,2.97,3.05,16.278,20.38,7,22674
96,Queens,Forest Park/Highland Park,255,Brooklyn,Williamsburg (North Side),3,2.97,6.72,31.806,36.38,8,22674
118,Staten Island,Heartland Village/Todt Hill,14,Brooklyn,Bay Ridge,3,16.67,10.877,29.239,46.65,2,22674
120,Manhattan,Highbridge Park,50,Manhattan,Clinton West,3,3.61,7.337,19.189,35.4,6,22674
154,Brooklyn,Marine Park/Floyd Bennett Field,14,Brooklyn,Bay Ridge,3,4.0,9.287,17.144,37.6,4,22674
154,Brooklyn,Marine Park/Floyd Bennett Field,132,Queens,JFK Airport,3,4.0,11.263,49.667,46.23,5,22674
154,Brooklyn,Marine Park/Floyd Bennett Field,149,Brooklyn,Madison,3,4.0,1.973,12.761,15.73,6,22674
154,Brooklyn,Marine Park/Floyd Bennett Field,155,Brooklyn,Marine Park/Mill Basin,3,4.0,1.283,2.411,21.45,7,22674
154,Brooklyn,Marine Park/Floyd Bennett Field,181,Brooklyn,Park Slope,3,4.0,10.11,35.361,40.28,8,22674
184,Bronx,Pelham Bay Park,126,Bronx,Hunts Point,3,5.77,6.69,13.272,25.21,2,22674
184,Bronx,Pelham Bay Park,183,Bronx,Pelham Bay,3,5.77,1.37,7.244,9.93,3,22674
214,Staten Island,South Beach/Dongan Hills,195,Brooklyn,Red Hook,3,10.34,8.817,23.656,21.83,3,22674
221,Staten Island,Stapleton,14,Brooklyn,Bay Ridge,3,5.0,5.093,18.322,30.41,5,22674
240,Bronx,Van Cortlandt Park,41,Manhattan,Central Harlem,3,2.65,8.04,35.733,36.73,6,22674
240,Bronx,Van Cortlandt Park,78,Bronx,East Tremont,3,2.65,3.867,20.428,24.19,7,22674
240,Bronx,Van Cortlandt Park,159,Bronx,Melrose South,3,2.65,6.487,21.578,28.0,8,22674
240,Bronx,Van Cortlandt Park,242,Bronx,Van Nest/Morris Park,3,2.65,4.327,34.672,24.64,9,22674
240,Bronx,Van Cortlandt Park,244,Manhattan,Washington Heights South,3,2.65,8.623,23.3,32.93,10,22674
253,Queens,Willets Point,130,Queens,Jamaica,3,10.71,5.843,40.772,26.9,1,22674
1,EWR,Newark Airport,13,Manhattan,Battery Park City,2,9.09,13.4,30.092,109.32,2,25742
1,EWR,Newark Airport,87,Manhattan,Financial District North,2,9.09,14.19,44.075,109.59,3,25742
1,EWR,Newark Airport,138,Queens,LaGuardia Airport,2,9.09,25.86,86.192,190.46,4,25742
1,EWR,Newark Airport,163,Manhattan,Midtown North,2,9.09,16.995,67.6,119.51,5,25742
6,Staten Island,Arrochar/Fort Wadsworth,106,Brooklyn,Gowanus,2,2.53,9.46,24.917,28.92,5,25742
6,Staten Island,Arrochar/Fort Wadsworth,162,Manhattan,Midtown East,2,2.53,17.2,43.4,76.01,6,25742
6,Staten Island,Arrochar/Fort Wadsworth,181,Brooklyn,Park Slope,2,2.53,10.6,33.067,55.73,7,25742
6,Staten Island,Arrochar/Fort Wadsworth,221,Staten Island,Stapleton,2,2.53,1.06,4.2,10.92,8,25742
6,Staten Island,Arrochar/Fort Wadsworth,261,Manhattan,World Trade Center,2,2.53,9.55,36.933,50.2,9,25742
8,Queens,Astoria Park,7,Queens,Astoria,2,6.67,1.38,12.483,19.2,1,25742
8,Queens,Astoria Park,138,Queens,LaGuardia Airport,2,6.67,3.86,5.0,98.85,2,25742
8,Queens,Astoria Park,223,Queens,Steinway,2,6.67,1.005,1.508,87.0,3,25742
8,Queens,Astoria Park,260,Queens,Woodside,2,6.67,2.77,13.258,16.46,4,25742
23,Staten Island,Bloomfield/Emerson Hill,6,Staten Island,Arrochar/Fort Wadsworth,2,6.45,3.96,8.642,17.16,4,25742
23,Staten Island,Bloomfield/Emerson Hill,48,Manhattan,Clinton East,2,6.45,17.785,42.308,99.66,5,25742
23,Staten Island,Bloomfield/Emerson Hill,97,Brooklyn,Fort Greene,2,6.45,14.97,38.325,53.18,6,25742
23,Staten Island,Bloomfield/Emerson Hill,221,Staten Island,Stapleton,2,6.45,5.125,14.242,28.85,7,25742
27,Queens,Breezy Point/Fort Tilden/Riis Beach,14,Brooklyn,Bay Ridge,2,15.38,14.35,26.792,48.1,1,25742
27,Queens,Breezy Point/Fort Tilden/Riis Beach,89,Brooklyn,Flatbush/Ditmas Park,2,15.38,6.495,30.867,40.58,2,25742
27,Queens,Breezy Point/Fort Tilden/Riis Beach,201,Queens,Rockaway Park,2,15.38,5.085,13.2,27.24,3,25742
31,Bronx,Bronx Park,7,Queens,Astoria,2,1.72,9.385,27.617,45.13,7,25742
31,Bronx,Bronx Park,18,Bronx,Bedford Park,2,1.72,1.97,9.308,16.24,8,25742
31,Bronx,Bronx Park,20,Bronx,Belmont,2,1.72,1.15,9.217,12.75,9,25742
31,Bronx,Bronx Park,51,Bronx,Co-Op City,2,1.72,3.115,13.025,12.07,10,25742
46,Bronx,City Island,9,Queens,Auburndale,2,3.08,10.3,24.492,45.94,5,25742
46,Bronx,City Island,32,Bronx,Bronxdale,2,3.08,4.635,12.775,11.65,6,25742
46,Bronx,City Island,35,Brooklyn,Brownsville,2,3.08,16.6,55.442,63.94,7,25742
46,Bronx,City Island,51,Bronx,Co-Op City,2,3.08,4.43,15.208,23.04,8,25742
46,Bronx,City Island,74,Manhattan,East Harlem North,2,3.08,6.3,72.642,41.0,9,25742
46,Bronx,City Island,182,Bronx,Parkchester,2,3.08,7.155,20.408,32.37,10,25742
57,Queens,Corona,92,Queens,Flushing,2,3.13,1.75,19.358,14.47,6,25742
57,Queens,Corona,135,Queens,Kew Gardens Hills,2,3.13,3.96,10.917,20.87,7,25742
57,Queens,Corona,197,Queens,Richmond Hill,2,3.13,5.68,16.567,25.14,8,25742
57,Queens,Corona,198,Queens,Ridgewood,2,3.13,8.135,25.925,40.07,9,25742
57,Queens,Corona,212,Bronx,Soundview/Bruckner,2,3.13,8.565,24.642,41.65,10,25742
58,Bronx,Country Club,20,Bronx,Belmont,2,3.51,4.965,18.042,25.74,5,25742
58,Bronx,Country Club,56,Queens,Corona,2,3.51,9.655,23.425,40.02,6,25742
58,Bronx,Country Club,76,Brooklyn,East New York,2,3.51,16.5,38.133,62.94,7,25742
58,Bronx,Country Club,107,Manhattan,Gramercy,2,3.51,12.925,50.95,59.32,8,25742
58,Bronx,Country Club,159,Bronx,Melrose South,2,3.51,5.455,27.075,30.95,9,25742
58,Bronx,Country Club,174,Bronx,Norwood,2,3.51,5.0,47.475,26.5,10,25742
59,Bronx,Crotona Park,69,Bronx,East Concourse/Concourse Village,2,8.33,2.55,20.808,19.75,3,25742
96,Queens,Forest Park/Highland Park,16,Queens,Bayside,2,1.98,9.725,26.942,40.64,9,25742
96,Queens,Forest Park/Highland Park,35,Brooklyn,Brownsville,2,1.98,2.685,11.35,13.64,10,25742
111,Brooklyn,Green-Wood Cemetery,14,Brooklyn,Bay Ridge,2,16.67,4.905,16.45,21.54,1,25742
115,Staten Island,Grymes Hill/Clifton,22,Brooklyn,Bensonhurst West,2,5.26,8.025,17.017,47.7,3,25742
115,Staten Island,Grymes Hill/Clifton,68,Manhattan,East Chelsea,2,5.26,14.995,52.2,93.34,4,25742
115,Staten Island,Grymes Hill/Clifton,85,Brooklyn,Erasmus,2,5.26,12.305,48.133,63.38,5,25742
115,Staten Island,Grymes Hill/Clifton,188,Brooklyn,Prospect-Lefferts Gardens,2,5.26,12.81,33.858,64.72,6,25742
115,Staten Island,Grymes Hill/Clifton,228,Brooklyn,Sunset Park West,2,5.26,7.11,21.608,35.33,7,25742
118,Staten Island,Heartland Village/Todt Hill,6,Staten Island,Arrochar/Fort Wadsworth,2,11.11,4.415,12.817,33.63,3,25742
118,Staten Island,Heartland Village/Todt Hill,67,Brooklyn,Dyker Heights,2,11.11,9.79,39.308,41.05,4,25742
120,Manhattan,Highbridge Park,24,Manhattan,Bloomingdale,2,2.41,4.915,17.95,25.32,7,25742
120,Manhattan,Highbridge Park,88,Manhattan,Financial District South,2,2.41,12.715,40.742,51.61,8,25742
120,Manhattan,Highbridge Park,100,Manhattan,Garment District,2,2.41,8.125,24.733,25.95,9,25742
120,Manhattan,Highbridge Park,138,Queens,LaGuardia Airport,2,2.41,9.155,21.2,56.27,10,25742
154,Brooklyn,Marine Park/Floyd Bennett Field,21,Brooklyn,Bensonhurst East,2,2.67,7.525,20.05,31.17,9,25742
154,Brooklyn,Marine Park/Floyd Bennett Field,26,Brooklyn,Borough Park,2,2.67,5.65,28.05,27.85,10,25742
156,Staten Island,Mariners Harbor,221,Staten Island,Stapleton,2,22.22,6.85,17.258,21.46,1,25742
176,Staten Island,Oakwood,214,Staten Island,South Beach/Dongan Hills,2,20.0,2.535,11.408,8.54,1,25742
184,Bronx,Pelham Bay Park,18,Bronx,Bedford Park,2,3.85,7.015,22.567,26.18,4,25742
184,Bronx,Pelham Bay Park,46,Bronx,City Island,2,3.85,4.405,21.6,25.97,5,25742
184,Bronx,Pelham Bay Park,81,Bronx,Eastchester,2,3.85,2.935,7.283,12.62,6,25742
184,Bronx,Pelham Bay Park,170,Manhattan,Murray Hill,2,3.85,15.46,43.758,70.59,7,25742
184,Bronx,Pelham Bay Park,213,Bronx,Soundview/Castle Hill,2,3.85,4.385,18.342,20.44,8,25742
184,Bronx,Pelham Bay Park,242,Bronx,Van Nest/Morris Park,2,3.85,2.89,13.008,17.3,9,25742
206,Staten Island,Saint George/New Brighton,221,Staten Island,Stapleton,2,12.5,3.395,25.808,24.88,2,25742
214,Staten Island,South Beach/Dongan Hills,172,Staten Island,New Dorp/Midland Beach,2,6.9,1.96,9.167,93.73,4,25742
214,Staten Island,South Beach/Dongan Hills,227,Brooklyn,Sunset Park East,2,6.9,7.07,18.6,36.63,5,25742
221,Staten Island,Stapleton,67,Brooklyn,Dyker Heights,2,3.33,5.335,22.658,35.85,6,25742
221,Staten Island,Stapleton,155,Brooklyn,Marine Park/Mill Basin,2,3.33,13.79,28.292,30.37,7,25742
221,Staten Island,Stapleton,195,Brooklyn,Red Hook,2,3.33,10.7,16.733,40.44,8,25742
221,Staten Island,Stapleton,231,Manhattan,TriBeCa/Civic Center,2,3.33,10.74,32.667,70.1,9,25742
251,Staten Island,Westerleigh,228,Brooklyn,Sunset Park West,2,12.5,9.265,23.083,68.75,1,25742
253,Queens,Willets Point,93,Queens,Flushing Meadows-Corona Park,2,7.14,1.33,3.417,42.92,2,25742
253,Queens,Willets Point,236,Manhattan,Upper East Side North,2,7.14,9.88,22.383,56.36,3,25742
1,EWR,Newark Airport,17,Brooklyn,Bedford,1,4.55,16.73,81.983,143.26,6,30440
1,EWR,Newark Airport,68,Manhattan,East Chelsea,1,4.55,16.44,56.183,108.11,7,30440
1,EWR,Newark Airport,79,Manhattan,East Village,1,4.55,13.1,34.767,91.55,8,30440
1,EWR,Newark Airport,100,Manhattan,Garment District,1,4.55,14.5,32.617,88.8,9,30440
1,EWR,Newark Airport,108,Brooklyn,Gravesend,1,4.55,19.69,38.633,153.06,10,30440
2,Queens,Jamaica Bay,169,Bronx,Mount Hope,1,50.0,22.58,64.85,91.64,1,30440
2,Queens,Jamaica Bay,219,Queens,Springfield Gardens South,1,50.0,5.94,7.883,12.9,2,30440
6,Staten Island,Arrochar/Fort Wadsworth,7,Queens,Astoria,1,1.27,20.02,57.45,74.4,10,30440
8,Queens,Astoria Park,28,Queens,Briarwood/Jamaica Hills,1,3.33,9.81,38.0,38.43,5,30440
8,Queens,Astoria Park,32,Bronx,Bronxdale,1,3.33,8.12,11.55,58.55,6,30440
8,Queens,Astoria Park,37,Brooklyn,Bushwick South,1,3.33,8.2,31.267,37.68,7,30440
8,Queens,Astoria Park,40,Brooklyn,Carroll Gardens,1,3.33,9.9,39.767,53.52,8,30440
8,Queens,Astoria Park,48,Manhattan,Clinton East,1,3.33,8.1,42.817,96.69,9,30440
8,Queens,Astoria Park,79,Manhattan,East Village,1,3.33,6.0,33.733,40.72,10,30440
23,Staten Island,Bloomfield/Emerson Hill,14,Brooklyn,Bay Ridge,1,3.23,7.13,15.05,39.29,8,30440
23,Staten Island,Bloomfield/Emerson Hill,33,Brooklyn,Brooklyn Heights,1,3.23,12.23,16.917,76.18,9,30440
23,Staten Island,Bloomfield/Emerson Hill,50,Manhattan,Clinton West,1,3.23,21.9,110.1,154.47,10,30440
27,Queens,Breezy Point/Fort Tilden/Riis Beach,25,Brooklyn,Boerum Hill,1,7.69,16.94,48.733,80.59,4,30440
27,Queens,Breezy Point/Fort Tilden/Riis Beach,29,Brooklyn,Brighton Beach,1,7.69,8.36,17.267,35.49,5,30440
27,Queens,Breezy Point/Fort Tilden/Riis Beach,113,Manhattan,Greenwich Village North,1,7.69,16.1,80.6,68.0,6,30440
27,Queens,Breezy Point/Fort Tilden/Riis Beach,117,Queens,Hammels/Arverne,1,7.69,5.02,15.75,19.51,7,30440
27,Queens,Breezy Point/Fort Tilden/Riis Beach,160,Queens,Middle Village,1,7.69,14.5,34.967,69.2,8,30440
27,Queens,Breezy Point/Fort Tilden/Riis Beach,165,Brooklyn,Midwood,1,7.69,7.8,25.25,32.0,9,30440
27,Queens,Breezy Point/Fort Tilden/Riis Beach,261,Manhattan,World Trade Center,1,7.69,15.69,49.85,88.95,10,30440
30,Queens,Broad Channel,49,Brooklyn,Clinton Hill,1,9.09,12.83,42.383,55.04,2,30440
30,Queens,Broad Channel,82,Queens,Elmhurst,1,9.09,9.53,44.25,48.0,3,30440
30,Queens,Broad Channel,95,Queens,Forest Hills,1,9.09,8.7,31.3,50.63,4,30440
30,Queens,Broad Channel,117,Queens,Hammels/Arverne,1,9.09,2.09,7.517,34.7,5,30440
30,Queens,Broad Channel,197,Queens,Richmond Hill,1,9.09,7.13,22.15,28.58,6,30440
30,Queens,Broad Channel,201,Queens,Rockaway Park,1,9.09,1.12,4.367,15.6,7,30440
30,Queens,Broad Channel,223,Queens,Steinway,1,9.09,16.07,65.933,74.48,8,30440
44,Staten Island,Charleston/Tottenville,14,Brooklyn,Bay Ridge,1,100.0,15.1,24.233,60.91,1,30440
59,Bronx,Crotona Park,41,Manhattan,Central Harlem,1,4.17,6.07,17.35,23.17,4,30440
59,Bronx,Crotona Park,42,Manhattan,Central Harlem North,1,4.17,3.65,36.0,29.0,5,30440
59,Bronx,Crotona Park,60,Bronx,Crotona Park East,1,4.17,1.23,21.467,3.85,6,30440
59,Bronx,Crotona Park,75,Manhattan,East Harlem South,1,4.17,5.6,32.767,43.7,7,30440
59,Bronx,Crotona Park,141,Manhattan,Lenox Hill West,1,4.17,8.99,31.733,48.35,8,30440
59,Bronx,Crotona Park,142,Manhattan,Lincoln Square East,1,4.17,9.4,31.75,41.81,9,30440
59,Bronx,Crotona Park,147,Bronx,Longwood,1,4.17,3.3,9.433,16.12,10,30440
84,Staten Island,Eltingville/Annadale/Prince's Bay,227,Brooklyn,Sunset Park East,1,100.0,14.93,35.05,61.35,1,30440
109,Staten Island,Great Kills,21,Brooklyn,Bensonhurst East,1,14.29,11.1,38.917,46.32,1,30440
109,Staten Island,Great Kills,22,Brooklyn,Bensonhurst West,1,14.29,11.33,34.0,58.48,2,30440
109,Staten Island,Great Kills,29,Brooklyn,Brighton Beach,1,14.29,15.49,39.917,56.37,3,30440
109,Staten Island,Great Kills,67,Brooklyn,Dyker Heights,1,14.29,11.14,42.867,65.23,4,30440
109,Staten Island,Great Kills,89,Brooklyn,Flatbush/Ditmas Park,1,14.29,14.7,47.05,60.19,5,30440
109,Staten Island,Great Kills,181,Brooklyn,Park Slope,1,14.29,14.96,39.783,68.88,6,30440
109,Staten Island,Great Kills,227,Brooklyn,Sunset Park East,1,14.29,12.0,30.3,41.17,7,30440
111,Brooklyn,Green-Wood Cemetery,25,Brooklyn,Boerum Hill,1,8.33,3.5,16.117,22.57,2,30440
111,Brooklyn,Green-Wood Cemetery,26,Brooklyn,Borough Park,1,8.33,0.82,6.3,6.91,3,30440
111,Brooklyn,Green-Wood Cemetery,89,Brooklyn,Flatbush/Ditmas Park,1,8.33,4.21,12.3,6.87,4,30440
111,Brooklyn,Green-Wood Cemetery,97,Brooklyn,Fort Greene,1,8.33,2.5,18.867,26.12,5,30440
111,Brooklyn,Green-Wood Cemetery,106,Brooklyn,Gowanus,1,8.33,0.67,5.133,6.58,6,30440
111,Brooklyn,Green-Wood Cemetery,140,Manhattan,Lenox Hill East,1,8.33,8.6,61.217,43.94,7,30440
111,Brooklyn,Green-Wood Cemetery,177,Brooklyn,Ocean Hill,1,8.33,5.1,26.167,60.0,8,30440
111,Brooklyn,Green-Wood Cemetery,181,Brooklyn,Park Slope,1,8.33,0.98,5.95,11.28,9,30440
111,Brooklyn,Green-Wood Cemetery,228,Brooklyn,Sunset Park West,1,8.33,0.95,6.217,6.81,10,30440
115,Staten Island,Grymes Hill/Clifton,26,Brooklyn,Borough Park,1,2.63,7.42,20.917,43.35,8,30440
115,Staten Island,Grymes Hill/Clifton,33,Brooklyn,Brooklyn Heights,1,2.63,10.95,36.783,63.01,9,30440
115,Staten Island,Grymes Hill/Clifton,37,Brooklyn,Bushwick South,1,2.63,14.92,37.583,70.86,10,30440
118,Staten Island,Heartland Village/Todt Hill,11,Brooklyn,Bath Beach,1,5.56,5.2,21.383,40.32,5,30440
118,Staten Island,Heartland Village/Todt Hill,17,Brooklyn,Bedford,1,5.56,16.24,44.15,75.36,6,30440
